year,city,brand,flavour,sales_quant,price,sales_value
2020,LONDON,D,ORANGE,1285,3,3855
2022,SHEFFIELD,F,BERRY,1555,3.1,4820.5
2020,LEEDS,F,LEMON,1471,3.2,4707.2
2021,LEICESTER,E,APPLE,1068,2.9,3097.2
2020,NOTTINGHAM,E,STRAWBERRY,1691,3.2,5411.2
2020,LIVERPOOL,F,GRAPE,1530,2.9,4437
2022,LEEDS,B,APPLE,1896,3.1,5877.6
2020,LEEDS,E,LEMON,1143,3,3429
2022,LEEDS,B,GRAPE,1928,3,5784
2022,LEEDS,E,BERRY,1648,3.1,5108.8
2022,LEEDS,C,LEMON,1166,3,3498
2022,NEWCASTLE,E,STRAWBERRY,1478,3.1,4581.8
2020,MANCHESTER,F,LEMON,1727,3.1,5353.7
2022,MANCHESTER,F,LEMON,1686,3,5058
2020,NEWCASTLE,C,BERRY,1424,3.2,4556.8
2022,SHEFFIELD,A,APPLE,1262,3.2,4038.4
2020,NOTTINGHAM,C,GRAPE,1801,3.2,5763.2
2021,NEWCASTLE,D,BERRY,1165,3,3495
2022,LIVERPOOL,F,BERRY,1722,3,5166
2021,,A,APPLE,1429,3.2,4572.8
2020,MANCHESTER,A,GRAPE,1505,2.9,4364.5
2020,LEEDS,E,ORANGE,1857,3.1,5756.7
2022,LEEDS,E,ORANGE,1549,3.1,4801.9
2021,LEICESTER,F,STRAWBERRY,1043,3.1,3233.3
2020,LEICESTER,A,BERRY,1791,3,5373
2021,SHEFFIELD,A,STRAWBERRY,1769,3.2,5660.8
2021,LEICESTER,F,ORANGE,1849,3.1,5731.9
2022,LEEDS,E,ORANGE,1948,3,5844
2022,LIVERPOOL,C,GRAPE,1266,3.2,4051.2
2022,NOTTINGHAM,E,STRAWBERRY,1549,2.9,4492.1
2021,LEEDS,F,GRAPE,1052,3.1,3261.2
2020,NEWCASTLE,E,ORANGE,1963,3.1,6085.3
2021,LEICESTER,A,LEMON,1855,3.2,5936
2022,MANCHESTER,A,GRAPE,1625,2.9,4712.5
2020,NEWCASTLE,D,ORANGE,1175,2.9,3407.5
2021,NOTTINGHAM,A,GRAPE,1773,3.2,5673.6
2022,LIVERPOOL,A,APPLE,1692,3,5076
2021,LONDON,B,BERRY,1261,3.1,3909.1
2020,BIRMINGHAM,E,APPLE,1867,3.2,5974.4
2021,LONDON,C,ORANGE,1888,2.9,5475.2
2022,LONDON,C,ORANGE,1871,3.1,5800.1
2022,LEICESTER,E,BERRY,1881,2.9,5454.9
2021,LONDON,D,ORANGE,1904,3.1,5902.4
2020,SHEFFIELD,B,ORANGE,1855,,0
2020,BIRMINGHAM,F,GRAPE,1125,3.2,3600
2020,BIRMINGHAM,A,LEMON,1243,2.9,3604.7
2021,LONDON,F,BERRY,1127,3,3381
2022,SHEFFIELD,D,ORANGE,1922,3.2,6150.4
2021,BIRMINGHAM,D,APPLE,1428,3.1,4426.8
2022,NOTTINGHAM,A,APPLE,1601,3,4803
2022,LIVERPOOL,E,LEMON,1684,3.2,5388.8
2022,LEEDS,F,BERRY,1254,3.2,4012.8
2020,MANCHESTER,E,BERRY,1633,3.2,5225.6
2020,LEEDS,E,GRAPE,1634,2.9,4738.6
2020,NEWCASTLE,F,BERRY,1480,2.9,4292
2020,LEEDS,D,ORANGE,1966,3.2,6291.2
2020,LEICESTER,D,STRAWBERRY,1436,2.9,4164.4
2021,LONDON,A,LEMON,1008,2.9,2923.2
2021,LEICESTER,E,BERRY,1132,2.9,3282.8
2021,SHEFFIELD,F,LEMON,1675,3.1,5192.5
2021,LEICESTER,A,STRAWBERRY,1333,3.2,4265.6
2022,LONDON,E,STRAWBERRY,1698,3.1,5263.8
2020,NEWCASTLE,C,STRAWBERRY,1838,3.2,5881.6
2020,BIRMINGHAM,C,APPLE,1110,2.9,3219
2020,NOTTINGHAM,E,STRAWBERRY,1601,3,4803
2022,LEEDS,A,GRAPE,1262,3.2,4038.4
2021,BIRMINGHAM,D,STRAWBERRY,1211,3.1,3754.1
2021,BIRMINGHAM,F,ORANGE,1798,3.2,5753.6
2021,BIRMINGHAM,C,GRAPE,1076,3.1,3335.6
2021,LONDON,C,ORANGE,1360,3.2,4352
2021,NOTTINGHAM,B,APPLE,1317,3.1,4082.7
2021,MANCHESTER,A,BERRY,1342,3.1,4160.2
2021,LEEDS,B,APPLE,1076,2.9,3120.4
2022,LIVERPOOL,F,LEMON,1345,3.1,4169.5
2021,LEEDS,E,LEMON,1306,2.9,3787.4
2020,MANCHESTER,B,ORANGE,1832,3.2,5862.4
2021,NOTTINGHAM,F,STRAWBERRY,1431,2.9,4149.9
2020,NOTTINGHAM,C,LEMON,1765,3,5295
2021,BIRMINGHAM,B,APPLE,1285,3,3855
2020,NEWCASTLE,F,GRAPE,1240,3.1,3844
2020,LIVERPOOL,D,LEMON,1655,3.1,5130.5
2021,SHEFFIELD,F,LEMON,1801,2.9,5222.9
2020,LONDON,D,BERRY,1400,3,4200
2021,LONDON,A,LEMON,1910,3.1,5921
2022,NEWCASTLE,A,STRAWBERRY,1727,2.9,5008.3
2020,LIVERPOOL,A,APPLE,1398,3,4194
2021,NEWCASTLE,A,LEMON,1865,3.2,5968
2020,NEWCASTLE,C,ORANGE,1275,3,3825
2021,,B,LEMON,1109,3.2,3548.8
2020,LEICESTER,E,STRAWBERRY,1162,3.2,3718.4
2020,MANCHESTER,E,LEMON,1025,2.9,2972.5
2021,NEWCASTLE,C,ORANGE,1998,2.9,5794.2
2022,LEEDS,D,BERRY,1920,3.2,6144
2021,LEEDS,C,GRAPE,1119,3.1,3468.9
2020,LEICESTER,A,STRAWBERRY,1395,3.2,4464
2020,BIRMINGHAM,E,APPLE,1230,3.1,3813
2020,SHEFFIELD,A,STRAWBERRY,1193,3,3579
2021,BIRMINGHAM,E,STRAWBERRY,1954,2.9,5666.6
2020,LEICESTER,F,ORANGE,1902,3,5706
2020,LONDON,A,STRAWBERRY,1710,2.9,4959
2022,NEWCASTLE,A,STRAWBERRY,1791,3.1,5552.1
2020,NEWCASTLE,F,APPLE,1807,3,5421
2022,SHEFFIELD,E,BERRY,1069,3,3207
2022,NOTTINGHAM,C,APPLE,1127,2.9,3268.3
2020,LIVERPOOL,C,APPLE,1134,3.2,3628.8
2020,BIRMINGHAM,E,STRAWBERRY,1887,3,5661
2020,LEEDS,C,BERRY,1202,3,3606
2021,MANCHESTER,E,ORANGE,1311,3,3933
2020,LEICESTER,D,ORANGE,1877,2.9,5443.3
2021,SHEFFIELD,C,STRAWBERRY,1899,,0
2021,LONDON,F,APPLE,1278,3,3834
2021,SHEFFIELD,E,STRAWBERRY,1355,3,4065
2022,NEWCASTLE,F,APPLE,1579,3,4737
2021,NEWCASTLE,F,BERRY,1468,2.9,4257.2
2020,SHEFFIELD,E,LEMON,1534,2.9,4448.6
2022,NEWCASTLE,A,GRAPE,1029,3,3087
2021,LONDON,D,LEMON,1689,3.1,5235.9
2022,LEEDS,A,LEMON,1161,3,3483
2022,NEWCASTLE,B,ORANGE,1530,3,4590
2020,LEICESTER,A,APPLE,1842,3,5526
2021,BIRMINGHAM,D,ORANGE,1679,3.1,5204.9
2020,LIVERPOOL,C,APPLE,1678,3.2,5369.6
2022,LEEDS,D,APPLE,1887,3.2,6038.4
2021,LEICESTER,C,STRAWBERRY,1156,3.1,3583.6
2021,LIVERPOOL,A,APPLE,1792,3.1,5555.2
2021,LEEDS,D,BERRY,1497,3.2,4790.4
2022,LEEDS,C,STRAWBERRY,1088,3,3264
2020,BIRMINGHAM,D,BERRY,1079,2.9,3129.1
2020,LONDON,E,ORANGE,1317,3.2,4214.4
2020,NEWCASTLE,C,LEMON,1345,2.9,3900.5
2022,BIRMINGHAM,B,STRAWBERRY,1415,3.2,4528
2020,MANCHESTER,D,LEMON,1404,3.1,4352.4
2022,NOTTINGHAM,B,GRAPE,1792,3.1,5555.2
2020,BIRMINGHAM,E,LEMON,1723,3.2,5513.6
2022,SHEFFIELD,F,BERRY,1331,3,3993
2021,BIRMINGHAM,E,STRAWBERRY,1635,3.2,5232
2021,LEEDS,E,LEMON,1860,3,5580
2022,LEEDS,A,GRAPE,1638,3,4914
2020,LIVERPOOL,B,GRAPE,1334,3,4002
2020,SHEFFIELD,C,APPLE,1348,3.1,4178.8
2022,NEWCASTLE,E,STRAWBERRY,1681,3.2,5379.2
2022,LIVERPOOL,D,ORANGE,1028,2.9,2981.2
2021,LEICESTER,C,BERRY,1420,3.2,4544
2021,LEEDS,A,BERRY,1223,2.9,3546.7
2020,LONDON,E,APPLE,1446,3.2,4627.2
2020,LIVERPOOL,D,BERRY,1260,3.1,3906
2020,LIVERPOOL,A,BERRY,1222,3,3666
2022,LEEDS,F,GRAPE,1696,2.9,4918.4
2021,SHEFFIELD,D,STRAWBERRY,1580,3.2,5056
2022,LONDON,A,STRAWBERRY,1154,3.1,3577.4
2022,LEICESTER,C,BERRY,1159,3,3477
2020,LEICESTER,D,ORANGE,1860,3.1,5766
2022,BIRMINGHAM,F,ORANGE,1948,3.1,6038.8
2021,LEEDS,C,BERRY,1353,2.9,3923.7
2022,LONDON,C,ORANGE,1064,3,3192
2022,LONDON,D,STRAWBERRY,1212,3,3636
2020,,A,STRAWBERRY,1845,3.1,5719.5
2022,LEICESTER,A,LEMON,1411,2.9,4091.9
2022,NOTTINGHAM,E,BERRY,1854,3,5562
2021,MANCHESTER,B,APPLE,1849,3.1,5731.9
2020,BIRMINGHAM,E,LEMON,1163,2.9,3372.7
2022,NEWCASTLE,D,GRAPE,1727,3,5181
2020,LEICESTER,A,APPLE,1895,3.2,6064
2021,LONDON,D,LEMON,1398,3,4194
2020,SHEFFIELD,F,STRAWBERRY,1961,3.1,6079.1
2022,NOTTINGHAM,F,BERRY,1548,3.2,4953.6
2020,LONDON,D,BERRY,1061,3.1,3289.1
2022,NEWCASTLE,F,GRAPE,1167,2.9,3384.3
2020,LONDON,F,GRAPE,1078,3,3234
2020,LONDON,E,LEMON,1037,3.2,3318.4
2022,SHEFFIELD,B,LEMON,1597,3.1,4950.7
2021,MANCHESTER,B,GRAPE,1696,,0
2020,LIVERPOOL,D,STRAWBERRY,1710,3.2,5472
2020,NOTTINGHAM,A,BERRY,1356,3.1,4203.6
2021,LEEDS,B,STRAWBERRY,1480,3.1,4588
2022,LIVERPOOL,A,ORANGE,1051,3,3153
2021,LEICESTER,B,GRAPE,1486,3.1,4606.6
2020,SHEFFIELD,A,BERRY,1905,3.1,5905.5
2022,LONDON,E,STRAWBERRY,1626,3.2,5203.2
2021,LEEDS,A,STRAWBERRY,1508,2.9,4373.2
2021,BIRMINGHAM,B,GRAPE,1850,3,5550
2022,LEICESTER,D,LEMON,1191,2.9,3453.9
2021,LONDON,E,BERRY,1445,3,4335
2020,NOTTINGHAM,C,APPLE,1821,2.9,5280.9
2021,MANCHESTER,E,GRAPE,1679,3.2,5372.8
2022,BIRMINGHAM,E,GRAPE,1439,3,4317
2021,SHEFFIELD,E,BERRY,1204,3.2,3852.8
2021,NOTTINGHAM,B,BERRY,1373,3.1,4256.3
2020,LONDON,B,LEMON,1907,2.9,5530.3
2021,BIRMINGHAM,E,APPLE,1707,3.1,5291.7
2020,LONDON,F,LEMON,1931,2.9,5599.9
2021,SHEFFIELD,C,APPLE,1414,3.1,4383.4
2020,NEWCASTLE,A,GRAPE,1996,2.9,5788.4
2020,SHEFFIELD,B,LEMON,1855,3,5565
2022,LIVERPOOL,F,STRAWBERRY,1238,3.2,3961.6
2022,,C,LEMON,1901,3.1,5893.1
2021,LONDON,A,GRAPE,1874,3,5622
2020,LONDON,E,STRAWBERRY,1733,3.2,5545.6
2021,NOTTINGHAM,F,STRAWBERRY,1253,3.1,3884.3
2021,SHEFFIELD,A,STRAWBERRY,1212,3.2,3878.4
2021,BIRMINGHAM,B,GRAPE,1989,3.1,6165.9
2020,LEEDS,C,BERRY,1920,2.9,5568
2020,NOTTINGHAM,F,APPLE,1848,3.2,5913.6
2020,NOTTINGHAM,A,LEMON,1685,3.1,5223.5
2022,SHEFFIELD,C,ORANGE,1851,3.1,5738.1
2021,LONDON,F,LEMON,1809,3.1,5607.9
2020,LEEDS,E,BERRY,1711,2.9,4961.9
2020,BIRMINGHAM,A,APPLE,1443,3.1,4473.3
2020,NOTTINGHAM,B,STRAWBERRY,1545,2.9,4480.5
2021,BIRMINGHAM,D,APPLE,1194,3.1,3701.4
2020,NOTTINGHAM,C,STRAWBERRY,1785,2.9,5176.5
2021,NOTTINGHAM,E,GRAPE,1872,3.1,5803.2
2021,NOTTINGHAM,C,ORANGE,1521,3,4563
2021,LONDON,C,STRAWBERRY,1691,3.1,5242.1
2022,NOTTINGHAM,B,GRAPE,1759,3.2,5628.8
2022,LONDON,D,STRAWBERRY,1325,3,3975
2022,SHEFFIELD,E,APPLE,1281,3,3843
2021,LIVERPOOL,F,BERRY,1614,3.1,5003.4
2021,LONDON,F,LEMON,1483,2.9,4300.7
2021,LEICESTER,D,APPLE,1809,2.9,5246.1
2022,LONDON,A,STRAWBERRY,1908,3,5724
2022,LIVERPOOL,A,APPLE,1811,2.9,5251.9
2020,LEEDS,E,APPLE,1041,3.1,3227.1
2022,LONDON,C,BERRY,1375,2.9,3987.5
2022,NEWCASTLE,C,STRAWBERRY,1677,3.1,5198.7
2022,LIVERPOOL,F,APPLE,1688,2.9,4895.2
2022,NEWCASTLE,E,GRAPE,1828,3.2,5849.6
2021,NEWCASTLE,F,LEMON,1409,3.1,4367.9
2022,LEEDS,A,APPLE,1017,3.2,3254.4
2020,NOTTINGHAM,A,LEMON,1744,3.2,5580.8
2021,MANCHESTER,F,ORANGE,1229,3.2,3932.8
2021,LEICESTER,B,LEMON,1367,3.1,4237.7
2020,BIRMINGHAM,B,BERRY,1680,2.9,4872
2020,SHEFFIELD,C,BERRY,1834,3.2,5868.8
2022,LIVERPOOL,C,GRAPE,1399,3.1,4336.9
2021,LEICESTER,A,BERRY,1948,3,5844
2022,LIVERPOOL,A,BERRY,1998,2.9,5794.2
2021,NEWCASTLE,B,ORANGE,1573,3.2,5033.6
2022,NOTTINGHAM,E,ORANGE,1215,3,3645
2021,MANCHESTER,E,APPLE,1216,3,3648
2021,NEWCASTLE,E,APPLE,1684,2.9,4883.6
2021,NEWCASTLE,D,STRAWBERRY,1273,3,3819
2021,LEEDS,A,GRAPE,1291,3,3873
2021,BIRMINGHAM,C,APPLE,1264,2.9,3665.6
2022,LIVERPOOL,F,APPLE,1088,3.2,3481.6
2020,LONDON,F,GRAPE,1899,3,5697
2022,SHEFFIELD,C,ORANGE,1544,3.1,4786.4
2020,NOTTINGHAM,D,STRAWBERRY,1668,3.2,5337.6
2020,NEWCASTLE,D,ORANGE,1251,2.9,3627.9
2022,NEWCASTLE,C,STRAWBERRY,1718,3.1,5325.8
2021,LIVERPOOL,C,GRAPE,1039,3.1,3220.9
2022,MANCHESTER,F,ORANGE,1840,3,5520
2021,LEEDS,D,APPLE,1423,3.2,4553.6
2020,NEWCASTLE,D,LEMON,1946,3,5838
2021,LIVERPOOL,C,STRAWBERRY,1604,3.2,5132.8
2022,LONDON,B,LEMON,1434,3,4302
2020,BIRMINGHAM,D,STRAWBERRY,1246,2.9,3613.4
2022,BIRMINGHAM,B,STRAWBERRY,1410,3,4230
2022,NOTTINGHAM,D,GRAPE,1417,3,4251
2022,NOTTINGHAM,B,BERRY,1185,3.2,3792
2021,MANCHESTER,D,APPLE,1752,2.9,5080.8
2022,SHEFFIELD,D,BERRY,1820,2.9,5278
2020,LEEDS,F,APPLE,1622,2.9,4703.8
2022,SHEFFIELD,C,BERRY,1713,3.2,5481.6
2021,LIVERPOOL,C,APPLE,1309,3.1,4057.9
2020,SHEFFIELD,F,ORANGE,1427,3.2,4566.4
2020,SHEFFIELD,E,GRAPE,1717,3.2,5494.4
2022,NEWCASTLE,A,APPLE,1290,3.2,4128
2020,LONDON,B,APPLE,1548,3.1,4798.8
2022,LONDON,A,LEMON,1049,3,3147
2021,LEICESTER,D,GRAPE,1139,3.2,3644.8
2021,LEICESTER,F,APPLE,1583,3.2,5065.6
2020,NOTTINGHAM,D,BERRY,1564,3.2,5004.8
2021,NEWCASTLE,E,GRAPE,1563,3,4689
2021,SHEFFIELD,D,ORANGE,1887,2.9,5472.3
2021,NEWCASTLE,F,ORANGE,1618,3,4854
2021,BIRMINGHAM,F,LEMON,1636,3.1,5071.6
2020,NEWCASTLE,F,ORANGE,1862,3.2,5958.4
2021,NEWCASTLE,E,APPLE,1024,2.9,2969.6
2021,NEWCASTLE,D,ORANGE,1596,2.9,4628.4
2022,LEICESTER,C,STRAWBERRY,1237,3.2,3958.4
2022,LIVERPOOL,F,APPLE,1592,2.9,4616.8
2020,LIVERPOOL,D,GRAPE,1155,3.2,3696
2020,NOTTINGHAM,E,STRAWBERRY,1465,3.2,4688
2021,LEEDS,B,BERRY,1847,2.9,5356.3
2020,LEEDS,A,BERRY,1802,3,5406
2020,LIVERPOOL,E,GRAPE,1458,3,4374
2022,BIRMINGHAM,A,STRAWBERRY,1885,3.2,6032
2021,LIVERPOOL,E,ORANGE,1823,3.1,5651.3
2022,SHEFFIELD,C,LEMON,1681,3,5043
2022,LEICESTER,F,ORANGE,1864,2.9,5405.6
2022,NOTTINGHAM,C,LEMON,1370,3.2,4384
2020,LEEDS,A,ORANGE,1098,3.2,3513.6
2022,LEICESTER,D,BERRY,1359,3.2,4348.8
2020,NOTTINGHAM,A,BERRY,1340,3.2,4288
2021,NEWCASTLE,E,STRAWBERRY,1336,3.2,4275.2
2020,SHEFFIELD,C,BERRY,1976,2.9,5730.4
2022,SHEFFIELD,E,ORANGE,1378,3.2,4409.6
2020,BIRMINGHAM,D,LEMON,1913,3.1,5930.3
2021,LEICESTER,F,BERRY,1682,2.9,4877.8
2020,LEEDS,A,APPLE,1263,3.1,3915.3
2021,SHEFFIELD,B,LEMON,1831,3,5493
2022,LEEDS,B,LEMON,1092,3.1,3385.2
2022,LONDON,C,ORANGE,1490,3.2,4768
2020,NOTTINGHAM,C,STRAWBERRY,1081,2.9,3134.9
2020,NEWCASTLE,A,STRAWBERRY,1930,3,5790
2020,LEEDS,B,STRAWBERRY,1694,3,5082
2020,NEWCASTLE,D,ORANGE,1763,3,5289
2022,NEWCASTLE,E,STRAWBERRY,1281,3.2,4099.2
2022,BIRMINGHAM,A,GRAPE,1724,3.2,5516.8
2022,SHEFFIELD,C,STRAWBERRY,1731,3,5193
2022,LEICESTER,C,LEMON,1957,2.9,5675.3
2021,LEICESTER,E,LEMON,1517,2.9,4399.3
2021,LIVERPOOL,A,LEMON,1551,3.1,4808.1
2021,BIRMINGHAM,C,BERRY,1446,3.2,4627.2
2022,LEEDS,F,GRAPE,1219,3.1,3778.9
2022,LONDON,D,APPLE,1332,3,3996
2021,SHEFFIELD,F,LEMON,1855,3,5565
2021,NEWCASTLE,F,ORANGE,1441,2.9,4178.9
2022,NEWCASTLE,D,STRAWBERRY,1893,3.1,5868.3
2021,NOTTINGHAM,E,ORANGE,1824,3,5472
2020,LEICESTER,C,ORANGE,1393,3,4179
2022,SHEFFIELD,B,LEMON,1326,3.2,4243.2
2020,LONDON,D,GRAPE,1570,3,4710
2021,LEICESTER,F,STRAWBERRY,1104,3.1,3422.4
2020,NEWCASTLE,C,APPLE,1906,2.9,5527.4
2020,NOTTINGHAM,D,ORANGE,1618,3.2,5177.6
2020,NOTTINGHAM,D,GRAPE,1180,2.9,3422
2020,SHEFFIELD,F,BERRY,1973,2.9,5721.7
2022,LIVERPOOL,D,APPLE,1121,3,3363
2021,BIRMINGHAM,F,GRAPE,1495,3.2,4784
2021,NEWCASTLE,E,STRAWBERRY,1443,3.2,4617.6
2020,LONDON,A,GRAPE,1883,3,5649
2020,LEEDS,C,ORANGE,1880,2.9,5452
2020,LIVERPOOL,F,STRAWBERRY,1568,3,4704
2020,LONDON,B,STRAWBERRY,1551,2.9,4497.9
2020,SHEFFIELD,D,GRAPE,1059,3.1,3282.9
2021,LEEDS,D,ORANGE,1395,3.1,4324.5
2022,LEEDS,C,ORANGE,1884,3.1,5840.4
2022,LEICESTER,E,LEMON,1464,3,4392
2021,LIVERPOOL,D,STRAWBERRY,1969,3,5907
2022,MANCHESTER,E,STRAWBERRY,1105,3.1,3425.5
2022,NEWCASTLE,E,GRAPE,1099,3.1,3406.9
2021,LONDON,A,ORANGE,1153,3.1,3574.3
2021,MANCHESTER,E,STRAWBERRY,1220,2.9,3538
2022,MANCHESTER,C,ORANGE,1830,3.1,5673
2020,NOTTINGHAM,C,APPLE,1758,3.1,5449.8
2022,MANCHESTER,A,APPLE,1514,2.9,4390.6
2022,LEICESTER,A,LEMON,1252,3.1,3881.2
2020,NEWCASTLE,E,BERRY,1809,3,5427
2021,LEICESTER,B,GRAPE,1933,3.2,6185.6
2020,LONDON,E,GRAPE,1947,2.9,5646.3
2020,SHEFFIELD,B,ORANGE,1026,3.1,3180.6
2022,MANCHESTER,E,LEMON,1106,3.2,3539.2
2021,LONDON,B,BERRY,1195,3.2,3824
2021,LEICESTER,F,APPLE,1148,3.2,3673.6
2020,LEEDS,F,BERRY,1334,2.9,3868.6
2020,SHEFFIELD,E,APPLE,1128,3.1,3496.8
2020,NOTTINGHAM,A,APPLE,1149,2.9,3332.1
2020,LIVERPOOL,D,ORANGE,1444,3.2,4620.8
2020,LONDON,B,GRAPE,1176,3.2,3763.2
2020,NOTTINGHAM,B,APPLE,1688,3.2,5401.6
2021,NOTTINGHAM,C,LEMON,1935,3.2,6192
2022,MANCHESTER,F,GRAPE,1387,2.9,4022.3
2021,LIVERPOOL,E,LEMON,1950,3,5850
2020,LEEDS,C,BERRY,1681,3.2,5379.2
2021,LIVERPOOL,E,GRAPE,1243,,0
2020,LIVERPOOL,B,STRAWBERRY,1038,3.1,3217.8
2021,BIRMINGHAM,B,STRAWBERRY,1227,3.2,3926.4
2021,,B,APPLE,1827,2.9,5298.3
2021,BIRMINGHAM,E,APPLE,1446,3.1,4482.6
2020,NEWCASTLE,E,LEMON,1017,2.9,2949.3
2021,LONDON,A,APPLE,1827,2.9,5298.3
2022,MANCHESTER,C,APPLE,1886,2.9,5469.4
2021,MANCHESTER,E,GRAPE,1434,3.2,4588.8
2022,LEEDS,B,ORANGE,1291,3.2,4131.2
2022,MANCHESTER,F,STRAWBERRY,1984,3,5952
2021,LEICESTER,B,APPLE,1120,3,3360
2022,SHEFFIELD,E,STRAWBERRY,1933,3.2,6185.6
2022,LIVERPOOL,A,LEMON,1592,3,4776
2020,MANCHESTER,B,APPLE,1201,2.9,3482.9
2021,NEWCASTLE,D,ORANGE,1983,3.2,6345.6
2020,LIVERPOOL,A,APPLE,1358,3.1,4209.8
2022,MANCHESTER,A,BERRY,1672,2.9,4848.8
2020,LEEDS,C,STRAWBERRY,1567,3,4701
2021,BIRMINGHAM,D,GRAPE,1292,3,3876
2021,LEICESTER,C,BERRY,1865,3.2,5968
2021,BIRMINGHAM,C,APPLE,1093,3.2,3497.6
2022,BIRMINGHAM,E,GRAPE,1619,2.9,4695.1
2021,NEWCASTLE,F,APPLE,1619,2.9,4695.1
2020,LEICESTER,A,STRAWBERRY,1622,3,4866
2020,LEEDS,F,APPLE,1097,3.2,3510.4
2022,LEICESTER,F,STRAWBERRY,1831,3,5493
2020,BIRMINGHAM,B,APPLE,1534,3,4602
2022,NEWCASTLE,F,ORANGE,1594,2.9,4622.6
2020,NEWCASTLE,B,STRAWBERRY,1859,3.1,5762.9
2020,BIRMINGHAM,A,APPLE,1119,2.9,3245.1
2022,BIRMINGHAM,F,APPLE,1891,2.9,5483.9
2022,LONDON,C,ORANGE,1312,3.2,4198.4
2020,LIVERPOOL,D,LEMON,1649,3,4947
2020,LEEDS,D,ORANGE,1256,3.1,3893.6
2022,NEWCASTLE,D,STRAWBERRY,1263,3.2,4041.6
2022,SHEFFIELD,F,ORANGE,1181,3.2,3779.2
2021,NEWCASTLE,E,ORANGE,1776,3,5328
2021,LIVERPOOL,A,STRAWBERRY,1628,3.2,5209.6
2021,NEWCASTLE,B,APPLE,1696,3.1,5257.6
2021,LIVERPOOL,E,ORANGE,1239,2.9,3593.1
2022,MANCHESTER,A,BERRY,1652,3.2,5286.4
2021,MANCHESTER,F,GRAPE,1081,3.1,3351.1
2020,LEICESTER,F,STRAWBERRY,1190,3.1,3689
2022,LEEDS,E,APPLE,1587,3.2,5078.4
2020,LIVERPOOL,D,BERRY,1908,3,5724
2021,BIRMINGHAM,F,LEMON,1515,3.2,4848
2020,LIVERPOOL,C,BERRY,1165,3.1,3611.5
2021,LIVERPOOL,F,GRAPE,1604,3,4812
2021,LIVERPOOL,C,GRAPE,1360,2.9,3944
2020,NEWCASTLE,B,GRAPE,1386,3,4158
2022,LEEDS,E,LEMON,1340,3.2,4288
2022,LIVERPOOL,E,STRAWBERRY,1599,3.2,5116.8
2020,SHEFFIELD,B,STRAWBERRY,1568,3,4704
2020,SHEFFIELD,D,LEMON,1013,3,3039
2020,LIVERPOOL,D,APPLE,1928,3.2,6169.6
2020,NEWCASTLE,F,APPLE,1580,3,4740
2020,BIRMINGHAM,A,ORANGE,1046,3.2,3347.2
2021,LEICESTER,B,ORANGE,1436,3,4308
2021,NEWCASTLE,E,APPLE,1466,3.1,4544.6
2022,BIRMINGHAM,F,ORANGE,1422,2.9,4123.8
2020,BIRMINGHAM,C,ORANGE,1103,3.1,3419.3
2020,NEWCASTLE,A,BERRY,1297,2.9,3761.3
2022,LIVERPOOL,F,GRAPE,1863,3,5589
2022,SHEFFIELD,C,BERRY,1209,3.2,3868.8
2022,LONDON,C,STRAWBERRY,1618,3,4854
2020,SHEFFIELD,A,APPLE,1640,3.1,5084
2020,BIRMINGHAM,A,GRAPE,1607,3.2,5142.4
2022,LIVERPOOL,E,ORANGE,1975,3.2,6320
2020,SHEFFIELD,E,GRAPE,1540,3.2,4928
2022,MANCHESTER,A,STRAWBERRY,1995,3.2,6384
2022,LIVERPOOL,C,GRAPE,1600,3.1,4960
2022,NOTTINGHAM,A,LEMON,1448,3.2,4633.6
2022,BIRMINGHAM,E,ORANGE,1749,3.1,5421.9
2021,LONDON,B,GRAPE,1063,3.2,3401.6
2021,NOTTINGHAM,A,GRAPE,1880,3.1,5828
2020,NOTTINGHAM,E,GRAPE,1219,3,3657
2022,LEICESTER,E,BERRY,1765,3.1,5471.5
2021,LIVERPOOL,B,APPLE,1453,2.9,4213.7
2021,,C,APPLE,1745,2.9,5060.5
2022,LEICESTER,D,ORANGE,1777,2.9,5153.3
2021,LIVERPOOL,E,STRAWBERRY,1835,2.9,5321.5
2021,LIVERPOOL,B,BERRY,1546,3,4638
2022,LEEDS,D,LEMON,1210,3.2,3872
2020,BIRMINGHAM,F,STRAWBERRY,1241,3,3723
2021,LONDON,A,STRAWBERRY,1063,3.1,3295.3
2022,MANCHESTER,D,APPLE,1421,3.2,4547.2
2021,NEWCASTLE,F,APPLE,1802,3,5406
2021,LONDON,A,STRAWBERRY,1194,3,3582
2020,NEWCASTLE,E,APPLE,1154,3,3462
2021,MANCHESTER,C,STRAWBERRY,1268,3,3804
2020,NEWCASTLE,E,LEMON,1370,3.1,4247
2022,NEWCASTLE,C,LEMON,1304,3,3912
2022,LONDON,D,BERRY,1540,3.1,4774
2020,NOTTINGHAM,E,STRAWBERRY,1159,3.2,3708.8
2021,NEWCASTLE,B,ORANGE,1946,3.2,6227.2
2020,BIRMINGHAM,E,STRAWBERRY,1259,3.1,3902.9
2021,LEEDS,A,GRAPE,1830,3.2,5856
2021,LEEDS,D,GRAPE,1093,3,3279
2022,NEWCASTLE,D,GRAPE,1141,,0
2022,LONDON,E,BERRY,1053,3.2,3369.6
2022,SHEFFIELD,E,LEMON,1425,3,4275
2020,BIRMINGHAM,F,ORANGE,1587,3.1,4919.7
